x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4 x5 y5 z5
1.6793731930576725 -1.747488952063102 -0.1146065492161717 1.836240165130884 -1.5040563278847556 -0.036291093792442095 1.939865866797589 -1.5159326781525944 -0.2069388780101068 1.7829988947243778 -1.7593653023309408 -0.2852543334338364 1.8773047568315122 -1.6898516404759472 -0.1156245742883972
2.2929149171337655 -0.9350266538869939 -0.031964548588007104 2.346353956394436 -0.6662290670049067 0.09006875165935657 2.468290012072796 -0.6214322339626174 -0.06199979234296164 2.414850972812126 -0.8902298208447046 -0.18403309259032533 2.457839736345408 -0.8165738709028548 0.0036548592021199275
2.701510191226049 -0.07062162850420334 -0.29024624170560265 2.654323582681945 0.2001007864971437 -0.16990174457364454 2.7597846394109617 0.2841399058725823 -0.3176020896246966 2.806971247955066 0.013417490871235269 -0.43794658675665477 2.814146481434177 0.09722217289201393 -0.2497305106740937
2.558647139067394 1.0150307627367268 -0.0011919368907509983 2.4124805070731914 1.2613715538512442 0.08797941683086186 2.5158398875536805 1.3704689366725942 -0.04398497051747296 2.662006519547883 1.1241281455580767 -0.13315632423908583 2.607637801463864 1.2095366733123472 0.04642492723430295
2.1492857253865365 2.1106816333101395 0.21947472525734663 1.9094871462146217 2.2871108423997604 0.25647980068142245 1.9814578148902746 2.413689077408885 0.11937337022553839 2.2212563940621894 2.2372598683192644 0.0823682948014626 2.113494463838392 2.3125431006861628 0.24117572951039834
1.8157891778292865 2.7555139380389746 -0.028987014410587222 1.523928578779376 2.8165193178744308 0.004114863985647433 1.537212971037403 2.956987160501405 -0.13763248205673376 1.8290735700873135 2.8959817806659482 -0.17073436045296841 1.6986629079853495 2.9244684275911417 -0.013630668080425021
0.6803763514877015 3.214210080150736 -0.11044183722438669 0.38183568349264263 3.2312163431306664 -0.08627043733688637 0.3779138941446267 3.368719444171452 -0.2314514167125516 0.6764545621396856 3.351713181191521 -0.2556228166000519 0.5387995034094551 3.3638601316637495 -0.10264067254329594
-0.5482433277006287 3.3098750775690453 -0.23015685969203284 -0.8335994602835811 3.2175266822989728 -0.23676378699168235 -0.8691002889160742 3.3383406812307332 -0.39214611812531824 -0.5837441563331218 3.4306890765008062 -0.38553919082566873 -0.7339176720437455 3.397615795550166 -0.24822905548864757
-1.552006121213703 3.090496576147557 -0.40540034288262716 -1.7978922245341242 2.918874452157744 -0.3961336956397375 -1.8705455545672094 3.014325273745324 -0.5561669243560247 -1.624659451246788 3.185947397735138 -0.5654335715989143 -1.755577060438024 3.119116257931893 -0.42088538462913605
-2.627907204531682 2.6585101781914147 -0.5551286260750016 -2.824835811791897 2.4322094792521765 -0.5524607988384546 -2.9034789071059426 2.498623785366667 -0.723937921227293 -2.706550299845728 2.7249244843059053 -0.7266057484638399 -2.8300734070753704 2.6351979102468217 -0.5880734999151573
-3.419743268959267 1.7624459722581172 -0.3765979138115843 -3.481480441789794 1.468882655735757 -0.3735811799343286 -3.57480053558419 1.4866995665956568 -0.5495752644417786 -3.513063362753663 1.780262883118017 -0.5525919983190343 -3.5832913327013025 1.6431509345948287 -0.415594385897474
-3.7107392657130878 1.0307419067195482 -0.3544804344559666 -3.6734752671168183 0.7344123722570126 -0.3261926029053848 -3.755333880200916 0.70689792176834 -0.5065869555837721 -3.7925978787971855 1.0032274562308756 -0.5348747871343539 -3.8234274041061473 0.8614755604987855 -0.3883963231009584
-3.654169770326205 -0.13218590604955002 -0.03728117286854114 -3.4847409101047497 -0.37967624562177416 -0.03077017121874763 -3.561400612065409 -0.4367782869046003 -0.206447850440205 -3.7308294722868647 -0.18928794733237617 -0.2129588520899985 -3.68086905781377 -0.33325832566191427 -0.0741190625866783
-3.092945095918806 -0.7723435050644216 0.14000858917281123 -2.832676528604512 -0.921542071587004 0.13976238646946637 -2.8722962134190224 -0.9903534898696307 -0.043800325673093304 -3.1325647807333166 -0.8411549233470484 -0.04355412296974845 -3.028237907938023 -0.9609907617589882 0.08780521413600131
-2.122826373907101 -1.621717138586746 0.12820822972643206 -1.8579750856981883 -1.7622996118647132 0.11870226627558311 -1.8984315486196943 -1.8259935701299936 -0.06651747967063469 -2.1632828368286074 -1.6854110968520266 -0.05701151621978574 -2.053017590506275 -1.8062557976474796 0.06844020255334542
-1.2725275017415887 -2.244650174302904 0.23035394282309396 -0.9732941769519932 -2.266044017265491 0.2290421430454731 -0.9798912267297457 -2.347112819907184 0.046328355463714194 -1.2791245515193412 -2.3257189769445965 0.04764015524133505 -1.132547037637911 -2.387019344024079 0.17900718847364885
-0.007083730478885664 -2.531273024605194 0.06460775491147067 0.28570532443055435 -2.466471750312913 0.07328900916033614 0.3089804437966043 -2.547327736285794 -0.10815127950469379 0.01619138888716426 -2.612129010578075 -0.11683253375355927 0.16937440756165925 -2.6281766935615263 0.020198246221714688
1.096488002096235 -2.3206444823826864 -0.010512207617197754 1.3378934165073313 -2.147757708263442 0.03230822240923124 1.4073474376666828 -2.20013289870909 -0.14778336087710253 1.1659420232555868 -2.3730196728283337 -0.19060379090353152 1.3000722610527968 -2.3378039144597147 -0.038062223876747396
1.9316579449632625 -1.6516617885427736 -0.10716870040539417 2.064673600279349 -1.3985575438233977 -0.016366295448992374 2.1861007128306675 -1.4054118276940457 -0.17513806601942444 2.0530850575145814 -1.6585160724134216 -0.26594047097582624 2.1248183682524293 -1.5821118163762309 -0.0884109754265211
