x y z
0.14634408442105262 0.6202664557850586 -0.6736578359054951
0.1462401545263158 0.6202053690925142 -0.6736107553440341
0.1462013105263158 0.6201494185433759 -0.6735530404498137
0.14621033810526315 0.6201375257500154 -0.6735197024374416
0.14616941642105263 0.6201092506842747 -0.6734989055201251
0.1457844907368421 0.619730809927342 -0.6730983592028892
0.1455311370526316 0.619493912404155 -0.6727982337754368
0.14496926968421053 0.61939651712322 -0.6718946217936839
0.14527307578947368 0.6201560646019204 -0.6566511851221178
0.14370538463157895 0.6185650346507896 -0.5664270995541235
0.14008749705263157 0.6163544134439154 -0.488397364940188
0.1355573562105263 0.610949776164274 -0.39075394436620314
0.13107019094736844 0.6034994959757415 -0.32305805269986143
0.127948388 0.5968204529020786 -0.2739570098520338
0.12316320336842106 0.5915752490774587 -0.2329530474421114
0.12525901831578948 0.587516972239307 -0.20238811515694088
0.12856658042105265 0.5870047462793787 -0.17383403881756013
0.16822023242105263 0.6009577699231102 -0.14023869389005286
0.21432228294736844 0.6198241809865683 -0.10985337073603878
0.2687482522105263 0.6435638852663679 -0.08470800382536821
0.3332742682105263 0.6719526663168943 -0.0666865463570859
0.39316471410526316 0.6983222694555554 -0.058250477633861944
0.4750789006315789 0.7361584721412403 -0.05346479076840657
0.5514797143157896 0.7672525648040704 -0.05543485361262092
0.618330419368421 0.7914290467471536 -0.05896494155439348
0.6702554096842105 0.8125890633878307 -0.0638540922147603
0.7078734416842106 0.8296922699464252 -0.06807197122839803
0.7460683861052632 0.8481649269834015 -0.07234046254576762
0.7785550271578948 0.8660139550200178 -0.07472066351696259
0.8111768667368421 0.8840095857967237 -0.07711554945701306
0.8353306444210526 0.8948885483417582 -0.07905726590483649
0.8616652151578946 0.9069770418456539 -0.08142329534267784
0.8888202341052631 0.91930398442091 -0.08390074027195993
0.9022054298947367 0.8975701131845532 -0.09016612799934712
0.8967793381052632 0.8594899614674876 -0.11760003839429203
0.8299609408421053 0.8062960999850373 -0.13464423357681388
0.7721296071578948 0.7693275795112332 -0.13105202015844802
0.7182780968421053 0.7382056331302416 -0.11569016886412996
0.6840197048421053 0.7241586452331581 -0.08677149278577097
0.6552661296842105 0.7093924832420279 -0.06426475538678454
0.6179178861052632 0.6965620230717398 -0.03763858000629748
0.5915403505263158 0.681093145792669 -0.02686719730214175
0.5666603871578948 0.6731183071441322 -0.016489086000367928
0.5413651627368421 0.6664876828791977 -0.054103181468426076
0.5324813010526316 0.6669609457896791 -0.11193686990760411
0.5327178008421052 0.6626520360629072 -0.1415145994526405
0.5315697054736842 0.6586468168706061 -0.16121857663381048
0.5313798338947369 0.6548614982779829 -0.17636567085966443
0.5285373395789473 0.6505326613355743 -0.19348416369708898
0.5228743404210526 0.6456115104407626 -0.23295977340324125
0.5217464818947368 0.6432833107168937 -0.2880189354048567
0.5241461275789474 0.6433393345689805 -0.3518939711287959
0.5282007065263158 0.6456112962556012 -0.39296286894968074
0.5331340176842105 0.6485177377039519 -0.4276765043010757
0.5373645178947368 0.6510061321919957 -0.4550647908400486
0.5419310783157895 0.6520195734552212 -0.47923018427185327
0.5478510147368422 0.6522660518162691 -0.5008041707750456
0.5526891644210526 0.6534837320929048 -0.5243634058334671
0.5571093898947368 0.6555072417704827 -0.5453888798239291
0.5644445778947368 0.6557766210881087 -0.5638591024802639
0.5706050553684211 0.6567025240469995 -0.5837351210179912
0.5755431227368422 0.6587223041565987 -0.6031628162044561
0.581989679368421 0.6590593771730802 -0.6219476235527495
0.5896608507368422 0.6582626043044302 -0.6391042433849918
0.5952633808421052 0.6591781664085057 -0.6567155677728804
0.5986611450526316 0.6613613530357088 -0.6680329392557464
0.6014483690526315 0.6645483455864193 -0.6748415564236842
0.6034188553684211 0.6662637465204991 -0.6818525895526424
0.5892227818947369 0.6497798198927169 -0.6899134473777224
-0.022807849263157896 0.2601570993165219 -0.6676289257303109
-0.06785392442105263 0.2324043128566294 -0.6502067682877539
-0.10829869073684212 0.207615146996002 -0.6350786254205074
-0.16551292042105262 0.173370181184466 -0.6196732286844334
-0.19655437957894736 0.1553689842122041 -0.6166150728671884
-0.23052408842105265 0.1373350154329389 -0.6184341649934982
-0.2566469136842105 0.12440292221414999 -0.6225403087723126
-0.29084642463157895 0.10714504683009156 -0.629795657792015
-0.32294603936842103 0.09067322370688947 -0.6351179203396277
-0.34046918273684207 0.08120566538102682 -0.6364064317766601
-0.3705579397894737 0.0647858836787531 -0.6361726257146648
-0.39020571284210526 0.05413623320473682 -0.6217338058735403
-0.4112482404210526 0.03800778574621195 -0.5158786253238901
-0.41727895705263157 0.0314559688018521 -0.42763530601900024
-0.4173093362105263 0.027755624502771352 -0.30972362009413745
-0.4156696109473684 0.02609166585807231 -0.20625861845071478
-0.4104204894736842 0.023697185353674797 -0.07775740791468363
-0.4056727475789474 0.019210762186594583 0.03766329418969214
-0.39839052210526316 0.016308476029827414 0.1631376273623511
-0.3960270751578947 0.011866125741198287 0.2684413389105353
-0.39474057410526314 0.01040843409275151 0.32962861851883285
-0.39080192399999997 0.010260944965699882 0.3767186563860917
-0.389707656 0.022610201798616943 0.4131834176415336
-0.38156657978947367 0.027003710929475403 0.4475273080418065
-0.34334205768421056 0.05243765173405069 0.4838509626368302
-0.3205135945263158 0.05917991550125098 0.5076026953160969
-0.29187355557894734 0.07467294584717624 0.5356556444464154
-0.2654204322105263 0.09322049647431538 0.5564652623656438
-0.22230330926315792 0.11734483995240916 0.5736773607818356
-0.18576943263157894 0.14208128869045372 0.5838192487790214
-0.14837909684210526 0.17589436681192702 0.5919751927198745
-0.1190347397894737 0.19879041316976057 0.596774486288092
-0.09168163136842104 0.20943336072739913 0.5965580486940225
-0.07163336463157895 0.2164125158054924 0.5744394082338904
-0.05859510315789474 0.22803879395709498 0.5399235614133494
-0.04866411789473685 0.2336408404484144 0.5160051859131081
-0.042451039368421054 0.23814762251426694 0.5017960529881935
-0.04016620968421053 0.24104475383814603 0.4904300640196117
-0.036265664842105264 0.2423772538631392 0.4760383419189593
-0.03319206147368421 0.24388426822130593 0.46945582160072497
-0.031101565052631577 0.2452767122865614 0.46351968564691237
-0.032348036421052634 0.24638525743744555 0.45649056493141615
-0.028733818315789472 0.24552635232216652 0.45093213976890467
-0.027454923368421053 0.24507178040957808 0.4449992425999209
-0.027337964 0.2452765217605232 0.43866088742863435
-0.02861429957894737 0.24369740067125595 0.4310638004583463
-0.02214696252631579 0.23775925521435187 0.4201828954082672
-0.01892382547368421 0.23472841725535498 0.4040173792107176
-0.01755107852631579 0.23277492542353084 0.39107952324197776
